bbs_seq,cycle_or_reg_dt,event_sub_class,attempt_type,url_template_or_call,observed_result,blocker_class,attempted_at_utc
593,2018-12-06,special_split,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
593,2018-12-06,special_split,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
593,2018-12-06,special_split,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
593,2018-12-06,special_split,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
759,2021-08-31,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
759,2021-08-31,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
759,2021-08-31,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
759,2021-08-31,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
758,2021-08-31,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
758,2021-08-31,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
758,2021-08-31,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
758,2021-08-31,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
773,2021-11-24,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
773,2021-11-24,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
773,2021-11-24,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
773,2021-11-24,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
789,2022-02-22,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
789,2022-02-22,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
789,2022-02-22,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
789,2022-02-22,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
907,2023-12-08,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
907,2023-12-08,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
907,2023-12-08,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
907,2023-12-08,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
921,2024-01-23,special_inclusion,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
921,2024-01-23,special_inclusion,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
921,2024-01-23,special_inclusion,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
921,2024-01-23,special_inclusion,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
1020,2025-06-04,supplemental_intra_period_change,OTP_two_step,data.krx.co.kr requestUrlFileUrl + file.krx.co.kr download.jspx,HTTP 200 with Content-Length: 0 (empty body) — confirmed via single probe bbsSeq=159,BLOCKED_OTP_SANDBOX_EGRESS_ANTI_BOT_SAME_AS_BX01_SOURCE_A0_AND_MISSING_TIER1_A0,2026-05-31T02:25:00Z
1020,2025-06-04,supplemental_intra_period_change,direct_static_data_krx,https://data.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 404 — confirmed via single probe bbsSeq=159,STATIC_PATH_NOT_AVAILABLE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
1020,2025-06-04,supplemental_intra_period_change,direct_static_kind,https://kind.krx.co.kr/{hpbbs|kor}/dyn/etc/<save>,HTTP 405 Method Not Allowed — confirmed via single probe bbsSeq=159,STATIC_PATH_405_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
1020,2025-06-04,supplemental_intra_period_change,wayback_machine,archive.org/wayback/available?url=<detail_page>,archived_snapshots: {} — confirmed via single probe bbsSeq=159,NO_WAYBACK_COVERAGE_SAME_AS_PRIOR_PHASES,2026-05-31T02:25:00Z
